ISBN	Title	Author	Rating	R Count	Score
9780394750521	The Butterfly	James M. Cain	3.33	200	1.46
9780752861753	Serenade	James M. Cain	3.62	339	1.93
9780752882789	Mildred Pierce	James M. Cain	3.91	4047	2.4
9780752864273	Double Indemnity	James M. Cain	4.11	9027	1.28
9780394742137	Love's lovely counterfeit	James M. Cain	3.46	98	1.82
9781903889183	Doctor Who: The Cabinet of Light	Daniel O'Mahony	3.86	35	1.95
9780426204619	The Man in the Velvet Mask	Daniel O'Mahony	3.29	51	2.24
9780426204275	Doctor Who: Falls the Shadow	Daniel O'Mahony	2.89	56	2.45
9780312585952	Gratitude	Joseph Kertes	3.56	113	2.55
9781935618331	The Psychology of Dexter	Bella DePaulo	3.72	256	2.49
9780198320791	Across the Barricades	Joan Lingard	3.59	513	1.44
9781590173831	The Doll	Bolesaw Prus; Darius Tolczyk; Anna Zaranko; Boleslaw Prus; David J. Welsh	3.71	3154	3.02
9781441235992	Chasing Mona Lisa	Tricia Goyer; Mike Yorkey	3.48	527	2.28
9780345520326	Romancing Miss Bronte: A Novel	Juliet Gael	3.8	1110	2.65
9780441019786	The Dark Griffin	K. J. Taylor	3.61	537	1.85
9781401921804	Be Happy!	Robert Holden	4.15	110	2.14
9781401920395	Happiness Now!	Robert Holden	3.96	180	1.99
9781440503252	The Unofficial Harry Potter Cookbook	Dinah Bucholz	4.05	6188	2.05
9781430240204	Building ASP.NET Web Pages with Microsoft WebMatrix	Steve Lydford	4.0	1	2.25
9781608193110	Crash Into Me	Liz Seccuro	3.82	392	1.91
9781400044139	Lucia	Andrea Di Robilant	3.81	175	2.72
9780470607503	Frommer's Arizona and the Grand Canyon 2011	Karl Samson	4.56	9	2.94
9780470497715	Frommer's Seattle 2010	Karl Samson	3.67	42	2.64
9781439172490	Obama's Wars	Bob Woodward	3.62	3469	2.48
9780307754943	The First American: The Life and Times of Benjamin Franklin	H.W. Brands	4.1	9968	3.83
9780312533458	The Cold Light of Mourning	Elizabeth J. Duncan	3.52	519	1.83
9780312622824	A Brush with Death: A Penny Brannigan Mystery	Elizabeth J. Duncan	3.55	296	1.65
9780307592194	The Sinner's Grand Tour	Tony Perrottet	3.4	239	2.78
9780061128653	Pilate's Wife: A Novel of the Roman Empire	Antoinette May	3.67	1354	2.43
9781400067022	The Ghosts of Cannae: Hannibal and the Darkest Hour of the Roman Republic	Robert L. O'Connell	3.93	791	3.04
9780786751495	Isis	Douglas Clegg	3.66	501	1.28
9780809556564	Breeder	Douglas Clegg	3.42	127	2.27
9780451411679	Afterlife	Douglas Clegg	3.33	232	1.82
9780316074230	The Pale King	David Foster Wallace	3.93	7332	3.57
9780316925198	Brief Interviews with Hideous Men	David Foster Wallace	3.86	12747	3.37
9780446931410	Up, Simba!	David Foster Wallace	4.26	598	2.17
9780231527071	Fate, Time, and Language: An Essay on Free Will	David Foster Wallace; Maureen Eckert	3.67	202	2.76
9780349116495	Oblivion: stories	David Foster Wallace	4.04	6663	3.39
9780316013321	Consider the Lobster: And Other Essays	David Foster Wallace	4.23	18092	3.35
9780316066525	Infinite Jest	David Foster Wallace	4.35	32386	4.88
9780786942787	The Howling Delve	Jaleigh Johnson	3.47	113	2.08
9780062016676	Life in a Medieval City	Joseph Gies; Frances Gies	3.8	1112	2.97
9780980790412	Rock and Hard Places: Travels to Backstages, Frontlines and Assorted Sideshows	Andrew Mueller	0	0	3.36
9780811865661	Fast, Fresh, and Green: More Than 90 Delicious Recipes for Veggie Lovers	Susie Middleton; Ben Fink	4.0	221	2.01
9780345288936	Dying Inside	Robert Silverberg	3.87	2862	2.71
9780312611576	The Lotus Eaters: A Novel	Tatjana Soli	3.83	7064	2.51
9780143117148	The Slap	Christos Tsiolkas	3.1	13819	2.63
9781416583400	Inside of a Dog: What Dogs See, Smell, and Know	Alexandra Horowitz	3.49	6311	3.07
9781426201820	Imagined London	Anna Quindlen	3.33	624	2.37
9780804109468	Object lessons	Anna Quindlen	3.75	4359	2.21
9780800732288	A Steal of a Deal	Ginny Aiken	3.56	80	2.17
9780800732295	A Cut Above	Ginny Aiken	3.84	77	2.19
9780786022151	The Perfect Woman	James Andrus	3.48	396	1.98
9781578605019	Spooked in Seattle: A Haunted Handbook	Ross Allison	3.84	19	1.91
9781936383269	The Egg Said Nothing	Caris O'Malley	3.84	199	1.42
9780451231574	Driven to Ink	Karen E. Olson	3.97	497	1.82
9781440629716	Always	Nicola Griffith	3.94	545	2.69
9780345452399	Ammonite	Nicola Griffith	3.8	1751	2.52
9780547242088	The Best American Short Stories 2011	Geraldine Brooks	3.78	1152	2.89
1101158190	People of the Book	Geraldine Brooks	3.96	70762	2.72
9780007165872	March	Geraldine Brooks	3.7	32072	2.71
9780307434456	Nine Parts of Desire: The Hidden World of Islamic Women	Geraldine Brooks	4.03	7704	2.63
9780385483735	Foreign Correspondence: A Pen Pal's Journey From Down Under to All Over	Geraldine Brooks	3.76	801	2.61
9780849946158	Heaven Is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back	Todd Burpo; Sonja Burpo; Lynn Vincent; Colton Burpo	4.0	146084	1.67
9780061562846	Furious Love: Elizabeth Taylor, Richard Burton, and the Marriage of the Century	Sam Kashner; Nancy Schoenberger	3.78	1906	3.04
9781101547946	The Train of Small Mercies	David Rowell	3.3	406	1.84
9780751533774	The Hostage	Duncan Falconer	4.03	158	2.2
9780751544725	The Hijack	Duncan Falconer	4.02	130	2.24
9781847440662	Undersea Prison	Duncan Falconer	3.56	125	2.24
9781847444127	Pirate	Duncan Falconer	4.18	61	1.98
9780751539523	Traitor	Duncan Falconer	3.67	73	2.11
9781847441010	Mercenary	Duncan Falconer	3.81	113	1.92
9780061719158	Fall to Pieces: A Memoir of Drugs, Rock 'N' Roll, and Mental Illness	Mary Forsberg Weiland; Larkin Warren	3.78	959	2.05
0345516370	Didn't I Feed You Yesterday?: A Mother's Guide to Sanity in Stilettos	Laura Bennett	3.28	388	2.26
9780316093576	The Sworn	Gail Z. Martin	4.04	1589	2.25
9780765361172	A Stir of Echoes	Richard Matheson	3.87	5792	1.9
9780765357151	I Am Legend	Richard Matheson	3.95	74290	2.03
9780765361165	The Incredible Shrinking Man	Richard Matheson	3.81	3436	2.19
9780765327680	Other Kingdoms	Richard Matheson	2.75	529	2.44
9780765308702	What Dreams May Come	Richard Matheson	3.94	5862	2.11
9780312868857	Hell House	Richard Matheson	3.81	13430	2.32
9780749957063	Dragon Bound	Thea Harrison	4.17	18055	2.34
9781452110097	Ghost Wave	Chris Dixon	0	0	2.73
9781921656231	Will Grayson, Will Grayson	John Green; David Levithan	3.96	119593	2.07
9780425230770	The Ninth Daughter	Barbara Hamilton	3.52	471	2.5
9780312384708	The Unseen	Alexandra Sokoloff	3.59	822	2.32
9780756406288	The Storm Witch	Violette Malan	4.07	138	1.92
9780756405168	The Soldier King	Violette Malan	3.91	183	2.01
9780756404468	The Sleeping God	Violette Malan	3.72	307	2.04
9781580052597	My So-Called Freelance Life: How to Survive and Thrive as a Creative Professional for Hire	Michelle Goodman	3.97	345	2.48
9781602857766	Sean's Reckoning	Sherryl Woods	3.92	205	1.67
9780778329763	Along Came Trouble	Sherryl Woods	3.87	708	1.95
9781602857087	Ryan's Place	Sherryl Woods	3.91	216	1.65
9781426837104	Angel Mine	Sherryl Woods	3.81	380	1.99
9780373244188	To Catch a Thief	Sherryl Woods	3.73	73	1.73
9781551665429	After Tex	Sherryl Woods	3.81	408	1.99
9780778329473	Driftwood Cottage	Sherryl Woods	4.06	2202	1.9
9781459205239	Beach Lane	Sherryl Woods	4.18	2902	1.91
9781602858244	Michael's Discovery	Sherryl Woods	3.88	207	1.71
9780373243945	Do you take this rebel?	Sherryl Woods	3.71	103	1.66
9780778329794	Moonlight Cove	Sherryl Woods	4.06	2383	1.83
9780373244294	Wrangling the Redhead	Sherryl Woods	3.86	71	1.76
9780373245550	Daniel's Desire	Sherryl Woods	3.87	309	1.62
9780373246816	The Laws of Attraction	Sherryl Woods	3.98	286	1.75
9781410425324	Amazing Gracie	Sherryl Woods	3.82	789	2.04
9780373245499	Patrick's Destiny	Sherryl Woods	3.92	175	1.69
9780747548409	Just Kids	Patti Smith	4.13	58424	2.49
9780060744052	Love, Life and Linguine	Melissa Jacobs	3.07	71	1.94
9780375987403	A Boy Called Dickens	Deborah Hopkinson	3.73	312	0.85
9781564781604	A night at the movies, or, You must remember this: fictions	Robert Coover	3.79	208	2.7
9780802134851	Pinocchio in Venice	Robert Coover	3.35	132	3.4
9781590202944	Noir	Robert Coover	3.31	256	2.23
9780345472274	The New Lovecraft Circle	Robert M. Price	3.86	190	3.06
9780375701153	Heavy Water: And Other Stories	Martin Amis	3.38	855	2.95
9781101028704	The Hindus	Wendy Doniger	3.6	423	3.92
9780385533423	Solar	Ian McEwan	3.19	13553	2.85
9780679749844	The Comfort of Strangers	Ian McEwan	3.46	6757	1.85
9780754011538	Enduring Love	Ian McEwan	3.61	19772	2.48
9780385494335	The Innocent	Ian McEwan	3.68	4260	2.18
9780385494328	Black Dogs	Ian McEwan	3.41	5381	2.26
9780965404563	Atonement: a novel	Ian McEwan	3.83	260287	2.76
9780553586978	Thomas the Rhymer	Ellen Kushner	3.83	2075	2.22
9780061735141	The Football Fan's Manifesto	Michael Tunison	2.92	65	2.98
9780307463425	The Metropolis Case: A Novel	Matthew Gallaway	3.44	464	2.58
9781400083220	Within Arm's Reach	Ann Napolitano	3.16	119	2.02
9780440236016	Death, Snow, and Mistletoe	Valerie S. Malmont	3.21	72	2.11
9780671743055	Boy's Life	Robert R. McCammon	4.3	11054	2.62
9780743474320	Speaks the Nightbird: Judgment of the Witch	Robert R. McCammon	4.02	343	2.82
9781596063150	The Wolf's Hour	Robert R. McCammon	4.01	5578	2.53
9780671739447	Mine	Robert R. McCammon	3.82	5283	2.34
9780671737764	Stinger: Stinger	Robert R. McCammon	3.82	3770	2.5
9781596062764	Mister Slaughter	Robert R. McCammon	4.24	1255	2.29
9780671741037	Swan Song	Robert R. McCammon	4.28	25883	2.71
9780425236710	Explosive	Beth Kery	3.79	827	2.26
9781570616921	On Mount Hood: A Biography of Oregon's Perilous Peak	Jon Bell	3.61	75	2.44
9781416550846	Starcraft II: Heaven's Devils	William H. Dietz	3.8	602	2.22
9780426202912	Doctor Who: Vengeance on Varos	Philip Martin	3.19	54	2.03
9780426203353	Doctor Who: Trial of a Time Lord : Mindwarp	Philip Martin	3.13	47	1.93
9780426203476	Doctor Who: Mission to Magnus	Philip Martin	2.62	78	1.77
9780307874443	Jihad vs. McWorld	Benjamin R. Barber	3.46	885	3.61
9780316746717	The Devils Highway	Luis Alberto Urrea	3.97	3448	2.36
9780759567511	The Hummingbird's Daughter: A Novel	Luis Alberto Urrea	4.14	5568	2.64
9780756403553	Bloodstone	Barbara Campbell	3.62	13	2.51
9781453215111	From Here to Eternity	James Jones	4.06	9572	3.37
9781847676672	The Book of Lists	Amy Wallace	3.38	8	3.43
9780310440895	Holy Bible (NIV)	Anonymous	4.5	884	3.21
9780060556570	The Red Queen: Sex and the Evolution of Human Nature	Matt Ridley	4.03	7055	3.3
9780061452062	The Rational Optimist: How Prosperity Evolves	Matt Ridley	3.94	2745	3.4
9780778328254	Iron Lace	Emilie Richards	4.15	698	2.24
9780778327707	Fortunate Harbor	Emilie Richards	3.9	570	2.34
9780778327868	Happiness Key	Emilie Richards	3.83	982	2.36
9781742203485	Indonesia	Ryan Ver Berkmoes	3.83	47	3.74
9781741048643	Bali & Lombok (Lonely Planet)	Ryan Ver Berkmoes; Adam Skolnick; Marian Carroll	3.7	90	3.14
9780965072519	Death in Venice and Seven Other Stories	Thomas Mann	3.92	1932	3.17
9780765351371	Ex-Kop	Warren Hammond	3.85	269	2.25
9780765351364	Kop	Warren Hammond	3.61	532	2.25
9781440631269	Drink	Iain Gately	3.8	280	3.61
9780425225981	Fed Up	Jessica Conant-Park; Susan Conant	3.45	385	2.16
9780385521727	A Fraction of the Whole: A Novel	Steve Toltz	3.96	6256	3.01
9780307587015	Toe-Up Socks for Every Body	Wendy D. Johnson	4.22	147	1.58
9780307449443	Socks From the Toe Up: Essential Techniques and Patterns From Wendy Knits	Wendy D. Johnson	4.21	487	1.47
9780440613428	The Darkest Heart	Brenda Joyce	3.67	336	2.2
9781420928921	Man and Superman	George Bernard Shaw	3.87	2249	2.97
9781153593700	Caesar and Cleopatra Caesar and Cleopatra	George Bernard Shaw	3.69	877	2.2
9781593080785	Pygmalion and three other plays	George Bernard Shaw	3.99	11711	3.63
9780563405931	Doctor Who: Beltempest	Jim Mortimore	2.54	67	2.2
9780426204978	Doctor Who: Eternity Weeps	Jim Mortimore	3.16	37	2.1
9780426203889	Doctor Who: Lucifer Rising	Jim Mortimore; Andy Lane	3.26	99	2.47
9780426204251	Doctor Who: Parasite	Jim Mortimore	2.98	56	2.28
9780563405672	Doctor Who: Eye of Heaven	Jim Mortimore	3.25	56	2.06
9780426203995	Doctor Who: Blood Heat	Jim Mortimore	3.64	143	2.39
9780307701459	Black Diamond	Martin Walker	3.89	864	1.94
9780743222846	The Caves of Périgord: A Novel	Martin Walker	0	0	2.3
9780061972768	Devil at My Heels	Louis Zamperini	4.22	773	2.28
9781554981755	Money Boy	Paul Yee	2.89	176	1.54
9781436236546	The Science of Fear	Dan Gardner	3.9	2005	2.63
9781101476093	Future Babble: Why Expert Predictions Are Next to Worthless, and You Can Do Better	Dan Gardner	3.83	315	2.55
9781572971738	Star Wars: Junior Jedi Knights 5: Vader's Fortress	Rebecca Moesta	3.68	264	1.08
9781572971363	Star Wars: Junior Jedi Knights 4: Anakin's Quest	Rebecca Moesta	3.53	251	1.21
9781572972087	Star Wars: Junior Jedi Knights 6: Kenobi's Blade	Rebecca Moesta	3.53	197	1.19
9781582437255	Ginger and Ganesh: Adventures in Indian Cooking, Culture, and Love	Nani Power	2.78	79	2.32
9780679410133	Brando: Songs My Mother Taught Me	Marlon Brando; Robert Lindsey	3.86	866	2.68
9780786901043	The Darkness Before the Dawn	Ryan Hughes	3.29	93	2.04
9780060892999	A Canticle for Leibowitz	Walter M. Miller	3.96	45654	2.8
9780316069960	The Magician's Apprentice	Trudi Canavan	3.9	13401	2.25
9780316037860	The Rogue	Trudi Canavan	4.01	6134	1.93
9780307387578	A Commonwealth of Thieves: The Improbable Birth of Australia	Thomas Keneally	3.52	464	3.07
9781848940208	Schindler's Ark	Thomas Keneally	4.33	80555	2.94
9780385526173	Searching for Schindler	Thomas Keneally	3.71	325	2.57
9780547677897	Translator Translated	Anita Desai	3.5	2	1.61
9781608194643	Walking Home: A Traveler in the Alaskan Wilderness, a Journey Into the Human Heart	Lynn Schooler	3.81	199	2.66
9780316179898	Fun and Games	Duane Swierczynski	3.92	1336	1.96
0618093346	Irving and Muktuk: Two Bad Bears	Daniel Pinkwater	3.81	108	0.97
9781439148419	Star Trek: Myriad Universes: Shattered Light (平装)	Michael Schuster	3.85	79	2.48
9781416520467	What's Past: The Future Begins (Book 2)	Michael Schuster; Steve Mollman	3.6	15	1.61
9781451607161	Star Trek: A Choice of Catastrophes	Michael Schuster; Steve Mollmann	3.58	66	2.06
9780143039167	Kristin Lavransdatter	Sigrid Undset; Tiina Nunnally; Brad Leithauser	4.24	3542	2.98
9781414321646	Unleashing the Power of Rubber Bands: Lessons in Non-Linear Leadership	Nancy Ortberg	3.34	56	1.89
9780811870368	Money	Harry Choron	3.0	3	3.03
9781565924918	LDAP System Administration	Gerald Carter	3.18	44	2.3
9780312936228	Ten Big Ones	Janet Evanovich	4.11	60492	1.96
9780312531546	Full House	Janet Evanovich	3.6	14305	1.98
9780739326435	Twelve Sharp	Janet Evanovich	4.12	59528	1.89
9780345527721	Explosive Eighteen: A Stephanie Plum Novel	Janet Evanovich	3.86	41321	1.92
9780312531577	Full Blast	Janet Evanovich; Charlotte Hughes	3.78	9242	1.76
9780060598846	Love Overboard	Janet Evanovich	3.58	9060	1.79
9780312383282	Finger Lickin' Fifteen	Janet Evanovich	3.95	51779	1.94
9780060598853	Back to the bedroom	Janet Evanovich	3.59	7694	1.75
0312651317	Love in a Nutshell	Janet Evanovich; Dorien Kelly	3.6	9801	1.94
9780312971342	High Five	Janet Evanovich	4.15	76202	1.99
9780312531553	Full Tilt	Janet Evanovich; Charlotte Hughes	3.66	12191	1.81
9780312531591	Full Scoop	Janet Evanovich; Charlotte Hughes	3.74	9387	1.84
9780755384891	Smokin Seventeen	Janet Evanovich	3.89	45356	1.9
9780312349523	Fearless Fourteen	Janet Evanovich	3.98	56256	1.86
9780060598822	Manhunt	Janet Evanovich	3.65	9244	1.9
9780060598884	Wife for Hire	Janet Evanovich	3.63	8859	1.71
9781405506373	Lean Mean Thirteen	Janet Evanovich	0	0	1.9
9780312990220	Three to Get Deadly and Four to Score	Janet Evanovich	4.32	43557	2.12
9781405506113	Eleven on Top	Janet Evanovich	4.13	66781	1.97
9780684867311	One for the Money	Janet Evanovich	4.01	272613	2.14
9780312306342	Plum lovin'	Janet Evanovich	3.66	36262	1.59
9788420443379	Hot Six	Janet Evanovich	4.17	77463	1.97
9780312991463	To the Nines	Janet Evanovich	4.14	70029	1.92
9780312377649	Plum Lucky	Janet Evanovich	3.68	32728	1.66
9780312990220	Four to Score	Janet Evanovich	4.32	43557	2.09
9780061474408	Naughty Neighbor	Janet Evanovich	3.58	8634	1.82
9780312383329	Plum Spooky	Janet Evanovich	3.74	28018	1.87
9780312383305	Sizzling Sixteen	Janet Evanovich	3.89	46062	1.85
9780060584054	Motor Mouth	Janet Evanovich	3.62	17990	1.89
9781587248863	The Rocky Road to Romance	Janet Evanovich	3.61	7582	1.79
9780312531584	Full Bloom	Janet Evanovich; Charlotte Hughes	3.76	10351	1.84
9780684868530	Two for the Dough	Janet Evanovich	4.09	94255	2.15
9780060584023	Metro Girl	Janet Evanovich	3.56	23088	1.88
9780312531560	Full Speed	Janet Evanovich; Charlotte Hughes	3.77	8466	1.67
9780061690389	Foul Play	Janet Evanovich	3.42	4357	1.9
9780312947040	Visions of Sugar Plums	Janet Evanovich	3.63	50205	1.45
9780060598754	The Grand Finale	Janet Evanovich	3.63	6317	1.95
9780312983864	Hard eight	Janet Evanovich	4.15	73252	1.88
9780312652913	Wicked Appetite	Janet Evanovich	3.74	28351	1.92
9780755329069	Seven Up	Janet Evanovich	4.14	75131	1.99
9781844167128	Kethani	Eric Brown	3.46	207	2.29
9781907519437	Engineman	Eric Brown	3.29	115	2.91
9780375750229	Love Invents Us	Amy Bloom	3.61	1459	2.21
9781400063574	Where the God of Love Hangs Out	Amy Bloom	3.49	2022	2.11
0152053875	An Acquaintance with Darkness	Ann Rinaldi	3.88	1332	1.87
9781586852344	98.6 Degrees	Cody Lundin	4.05	423	2.61
9781439103333	Tweak: Growing Up on Methamphetamines	Nic Sheff	3.9	17007	2.06
9780373716401	Along Came a Husband	Helen Brenna	3.35	40	1.76
9780029117064	How We Know What Isn’t So	Thomas Gilovich	3.94	1036	2.74
9780141326085	Beautiful Creatures	Kami Garcia; Margaret Stohl	3.77	273227	2.07
0071701338	CompTIA A+ Certification All-In-One Exam Guide, Seventh Edition	Michael Meyers	3.85	100	3.05
9780786931200	The Crimson Gold: The Rogues	Voronica Whitney-Robinson	3.35	135	2.06
9780345470669	Star Wars: Galaxies: The Ruins of Dantooine	Voronica Whitney-Robinson; Haden Blackman	3.34	542	1.86
9780786943371	Sands of the Soula	Voronica Whitney-Robinson	3.97	254	2.07
9781594487972	A Singular Woman	Janny Scott	3.7	771	2.66
9780307956712	THE SEXY FOREVER RECIPE BIBLE	Suzanne Somers	3.37	19	2.07
9781101202937	Julia Child	Laura Shapiro	3.69	422	2.28
9780385497435	English passengers	Matthew Kneale	4.05	3134	2.74
9780763630157	The Riddle	Alison Croggon	4.08	13181	2.58
9780316005265	The Rolling Stone interviews	Jann Wenner; Joe Levy	3.81	442	2.51
9780375404030	The Endurance: Shackleton's Legendary Antarctic Expedition	Caroline Alexander	4.3	7712	2.48
9780307387097	Half the Sky: Turning Oppression Into Opportunity for Women Worldwide	Nicholas D. Kristof; Sheryl WuDunn	4.34	23205	2.69
9780091941321	Boardwalk Empire: The Birth, High Times, and Corruption of Atlantic City	Nelson Johnson	3.35	1227	2.48
9780743239356	At Swim, Two Boys	Jamie O'Neill	4.06	3963	3.59
9780752837109	The feng-shui junkie	Brian Gallagher	3.12	146	2.89
9781594744631	Night of the Living Trekkies	Kevin David; Kevin David Anderson; Sam Stall Anderson; Sam Stall	3.91	1855	1.95
9780553818826	The Sun Book of Short Stories	Various	2.71	7	1.19
B003V1WJ22	Masters of Noir: Volume One	Various	0	0	1.7
9780312370831	Sarah's Key	Tatiana de Rosnay	4.1	239881	2.02
9780312593315	A Secret Kept	Tatiana de Rosnay	3.28	15209	2.39
9780385531177	Who Am I?: And if So, How Many?	Richard David Precht; Shelley L. Frisch	3.73	1047	2.96
9781401323875	Have a Little Faith	Mitch Albom	0	0	1.74
9780307270962	Kearny's March	Winston Groom	3.82	97	2.83
9780385529884	Bob Dylan in America	Sean Wilentz	3.79	840	3.15
9780060786205	A Cup of Tea	Ephron, Amy	3.29	1251	1.55
9780062029102	The Downing Street Years	Margaret Thatcher	3.82	522	3.41
9780375866982	Ollie & Moon	Diane Kredensor	3.73	70	0.73
9781933368863	Curse + Berate in 69+ Languages	R. V. Branham	3.7	10	3.25
9780399132940	The Courts of Love	Jean Plaidy	3.9	1079	2.62
9780307888433	Courting Her Highness: The Story of Queen Anne	Jean Plaidy	3.77	150	2.5
9781590174739	Berlin Stories	Robert Walser	3.84	324	2.6
9780738215044	Sleep Deprived No More	Jodi A. Mindell	3.62	351	1.99
9781441214744	Promises to Keep	Ann Tatlock	3.78	811	1.74
9781451627688	What I Learned When I Almost Died	Chris Licht	3.01	136	1.75
9780312591052	Suck It, Wonder Woman!: The Misadventures of a Hollywood Geek	Olivia Munn; mac montandon	3.1	3118	1.84
1849085153	Battlefield Angels: Saving Lives Under Enemy Fire From Valley Forge to Afghanistan	Scott Mcgaugh	3.83	41	2.47
9780060817381	The Dumpling: A Seasonal Guide	Wai Hon Chu; Connie Lovatt	3.87	30	2.34
9780786741533	The Media Relations Department of Hizbollah Wishes You a Happy Birthday	Neil MacFarquhar	3.86	469	2.9
9781414319353	The Tehran Initiative	Joel C. Rosenberg	4.27	2614	2.16
9781414311630	The Twelfth Imam	Joel C. Rosenberg	4.16	3539	2.11
9780547504889	The Mermaid's Mirror	L. K. Madigan	3.62	2509	1.81
9780470916155	Introducing 3ds Max 2011	Dariush Derakhshani; Randi L. Derakhshani; Randi Lorene Munn	3.0	1	2.54
9781590174685	Masscult and Midcult	Dwight MacDonald	3.92	100	3.49
9781416550136	Slings and Arrows 02: The Oppressor's Wrong	Phaedra M. Weldon	3.55	31	1.69
9780525951865	Dewey's Nine Lives: The Legacy of the Small-Town Library Cat Who Inspired Millions	Vicki Myron	3.96	1753	2.15
9780849948329	Nearing Home	Billy Graham	4.11	661	1.79
9780802130204	A confederacy of dunces	John Kennedy Toole	3.87	128001	2.75
9781588365231	Mindset	Carol Dweck	4.02	9001	2.2
9780385341240	After You	Julie Buxbaum	3.72	1824	2.32
9780316069052	The Spirit Thief	Rachel Aaron	3.91	3275	1.97
9780356500119	The Spirit Rebellion: The Legend of Eli Monpress: Book 2	Rachel Aaron	4.06	2088	2.09
9781414309194	Riven	Jerry B. Jenkins	4.07	1804	2.39
9780515149340	Dangerous in Diamonds	Madeline Hunter	3.91	1771	2.13
9781608952700	500 Poses for Photographing Men	Michelle Perkins	3.69	13	1.35
9780307719331	Eva's Kitchen	Eva Longoria Parker; Eva Longoria; Marah Stets	3.73	106	1.82
9780786955725	The Seal of Karga Kul: A Dungeons & Dragons Novel	Alex Irvine	3.1	42	2.07
0307408027	Great American Hypocrites: Toppling the Big Myths of Republican Politics	Glenn Greenwald	3.63	231	2.8
9780805092059	With Liberty and Justice for Some	Glenn Greenwald	4.3	549	2.68
9780307807137	Mao	Jung Chang	3.76	4449	3.36
9781101142004	Get Lost!	Nancy Krulik	3.97	195	0.85
9781101098622	I Hate Rules!	Nancy Krulik	3.98	351	0.72
9781101098646	Any Way You Slice It	Nancy E. Krulik; John; Wendy	3.94	179	0.87
9780061766787	Crazy for the Storm: A Memoir of Survival	Norman Ollestad	3.52	3116	2.23
0759581428	The Long Walk to Freedom	Nelson Mandela	4.31	27434	3.07
9780230755949	Conversations With Myself	Nelson Mandela	3.85	1035	2.35
9780345505699	Mystery: An Alex Delaware Novel	Jonathan Kellerman	3.81	6943	2.61
9780446614122	Double Homicide	Jonathan Kellerman; Faye Kellerman	3.27	2031	2.17
0345495187	True Detectives: A Novel	Jonathan Kellerman	3.63	3060	2.65
9780345465283	Compulsion	Jonathan Kellerman	3.69	5182	2.51
9780199912070	The Battle of Midway	Craig L. Symonds	4.19	591	2.57
9780563405689	Doctor Who: The Bodysnatchers	Mark Morris	3.41	164	2.4
9781846077371	Bay of the Dead	Mark Morris	3.67	387	2.07
9780563555711	Doctor Who: Deep Blue	Mark Morris	3.42	72	2.33
9780307591043	Every Day by the Sun: A Memoir of the Faulkners of Mississippi	Dean Faulkner Wells	3.75	271	2.23
9780465008377	I Am a Strange Loop	Douglas R. Hofstadter	3.87	3003	3.31
9780061697203	Broker, Trader, Lawyer, Spy	Eamon Javers	3.42	231	2.44
9781593081645	The Jungle	Upton Sinclair	3.67	77508	2.7
9781594487934	South of Superior	Ellen Airgood	3.5	1852	2.24
9781556614361	Candle in the Darkness	Lynn N. Austin	4.22	5414	2.17
9780307416230	No Room for Error	Carney, John T. Col; Schemmer, Benjamin F.	3.65	110	2.46
9780732282967	White Tiger	Kylie Chan	3.91	2102	1.95
9780007349807	Red Phoenix	Kylie Chan	4.13	1536	1.92
9780007349814	Blue Dragon	Kylie Chan	4.15	1484	1.96
9780307464491	The Handbook for Lightning Strike Survivors	Michele Young-Stone	3.49	942	2.23
9781594201820	Lords of Finance: The Bankers Who Broke the World	Liaquat Ahamed	3.99	4950	3.25
9781400031542	The Fifth Woman	Henning Mankell; Steven T. Murray	4.02	13453	1.89
9780676978728	Depths	Henning Mankell; Laurie Thompson	3.27	1181	1.99
9780440240426	A Bridge to the Stars	Henning Mankell	3.41	375	1.56
9780307280442	Chronicler of the Winds	Henning Mankell	3.84	857	1.69
9781595586100	Faceless Killers	Henning Mankell; Steven T. Murray	3.75	28328	1.79
9780676979619	The Man Who Smiled	Henning Mankell	3.9	8727	1.96
9781400031566	Sidetracked	Henning Mankell; Steven T. Murray	4.03	10415	1.92
9781846555299	The Troubled Man: A Kurt Wallander Mystery	Henning Mankell	0	0	2.13
9780307385918	Kennedy's Brain	Henning Mankell	3.23	1610	2.06
9780385734967	Shadows in the Twilight	Henning Mankell; Laurie Thompson	3.44	151	1.52
9780385734974	When the Snow Fell	Henning Mankell; Laurie Thompson	3.52	225	1.43
9780307385857	The Eye of the Leopard	Henning Mankell	3.62	828	2.22
9780099535058	Firewall	Henning Mankell; Ebba Segerberg	3.95	7723	1.91
9781860469596	The dogs of Riga	Henning Mankell; Laurie Thompson	3.71	10867	1.9
9781569479131	Death in a Scarlet Coat	David Dickinson	3.57	58	2.16
9780307594266	Making Our Democracy Work	Stephen Breyer	3.56	262	2.5
9780345485410	Jane Boleyn: The True Story of the Infamous Lady Rochford	Julia Fox	3.59	1955	2.93
9780061797453	Tourquai: A Novel	Tim Davys	3.53	34	1.98
9780061625138	Amberville	Tim Davys	3.21	498	2.09
9780307422521	Time's Magpie	Myla Goldberg	3.13	124	2.37
9781101174104	Confusions of Young Torless	Robert Musil	3.75	2476	2.1
9780670033539	Lucrezia Borgia: Life, Love and Death in Renaissance Italy	Sarah Bradford	3.65	1500	2.98
